transaction_id,customer_id,amount,transaction_hour,account_age_days,previous_transaction_count,previous_chargeback_count,failed_payment_count,device_account_count,IP_account_count,billing_shipping_match,IP_shipping_match,payment_method,customer_country,shipping_country,device_age_days,transaction_frequency,average_transaction_amount,amount_deviation,is_new_device,is_new_location,velocity_1h,velocity_24h,previous_fraud_flag,chargeback_label
TXN-21937,CUSTOMER-11849,2160.34,19,75,22,0,1,1,1,1,1,credit_card,IN,IN,470,2.36,2234.73,0.97,0,0,0,2,0,0
TXN-21938,CUSTOMER-11562,5766.5,6,845,18,0,0,1,1,0,0,credit_card,IN,AU,256,3.65,3330.41,1.73,0,1,0,0,0,0
TXN-21939,CUSTOMER-10774,5871.7,16,552,24,0,0,2,2,1,1,upi,SG,SG,1,4.3,3333.11,1.76,1,0,0,1,0,0
TXN-21940,CUSTOMER-11804,5216.64,21,987,25,0,1,1,1,1,1,debit_card,IN,IN,28,3.56,2738.64,1.9,0,1,0,2,0,0
TXN-21941,CUSTOMER-11099,2001.51,4,873,12,0,1,2,2,1,1,credit_card,IN,IN,7,2.31,2959.14,0.68,1,0,0,3,0,0
TXN-21942,CUSTOMER-12051,2212.85,10,364,27,0,0,1,1,1,1,credit_card,IN,IN,191,4.1,1629.54,1.36,0,0,3,10,0,0
TXN-21943,CUSTOMER-11599,5225.61,21,279,18,0,0,2,7,1,1,upi,IN,IN,6,0.77,2850.12,1.83,1,0,0,0,0,1
TXN-21944,CUSTOMER-10748,4344.76,23,279,15,0,0,1,1,1,1,debit_card,IN,IN,287,1.15,2971.42,1.46,0,0,0,0,0,0
TXN-21945,CUSTOMER-13974,3866.24,10,770,22,0,0,1,7,1,1,debit_card,GB,GB,141,3.1,3010.75,1.28,0,0,0,1,0,1
TXN-21946,CUSTOMER-12323,980.99,10,442,11,1,2,1,7,1,0,upi,SG,SG,4,3.98,653.39,1.5,1,1,0,2,1,1
TXN-21947,CUSTOMER-11554,4905.95,16,953,16,0,0,1,1,1,1,upi,IN,IN,14,2.13,4272.75,1.15,0,0,0,3,0,0
TXN-21948,CUSTOMER-11616,2582.76,18,328,19,0,0,1,4,1,1,debit_card,IN,IN,9,3.28,2633.86,0.98,1,0,0,1,0,0
TXN-21949,CUSTOMER-13755,3477.67,7,535,21,0,1,1,1,1,1,debit_card,US,US,226,4.31,2287.71,1.52,0,0,1,1,0,0
TXN-21950,CUSTOMER-14425,4487.98,19,507,18,1,1,1,1,1,1,debit_card,IN,IN,71,3.61,1350.67,3.32,0,0,1,3,1,1
TXN-21951,CUSTOMER-12303,3014.48,13,449,8,0,2,1,1,1,1,credit_card,IN,IN,90,3.54,2834.65,1.06,0,0,1,4,0,1
TXN-21952,CUSTOMER-14222,10668.25,9,374,13,0,0,1,1,1,1,net_banking,AE,AE,164,4.83,1938.31,5.5,0,0,0,1,0,1
TXN-21953,CUSTOMER-14863,725.31,6,295,42,0,0,1,1,1,1,debit_card,AU,AU,488,4.1,1774.48,0.41,0,0,1,2,0,0
TXN-21954,CUSTOMER-13656,2912.53,1,475,24,0,0,1,1,1,1,net_banking,IN,IN,259,0.5,1965.25,1.48,0,0,1,4,0,0
TXN-21955,CUSTOMER-13396,2044.25,16,838,6,1,0,1,1,1,1,upi,IN,IN,86,1.41,1913.73,1.07,0,0,0,3,1,1
TXN-21956,CUSTOMER-10217,1358.19,0,392,15,0,0,1,1,1,1,credit_card,IN,IN,173,2.14,1130.54,1.2,0,0,2,5,0,0
TXN-21957,CUSTOMER-13317,1658.0,12,108,16,0,0,1,1,1,1,debit_card,IN,IN,246,0.9,2737.28,0.61,0,0,0,2,0,0
TXN-21958,CUSTOMER-11360,2655.56,18,358,18,1,0,1,1,1,1,upi,US,US,6,0.18,2324.72,1.14,1,1,0,0,1,1
TXN-21959,CUSTOMER-13775,4337.39,13,955,27,0,0,1,5,1,1,credit_card,AE,AE,489,0.3,3129.41,1.39,0,0,0,2,0,0
TXN-21960,CUSTOMER-14928,3412.63,17,934,19,1,1,1,1,1,1,upi,IN,IN,114,3.23,1795.33,1.9,0,0,1,2,1,1
TXN-21961,CUSTOMER-14278,597.21,19,288,21,0,1,4,4,1,0,credit_card,IN,IN,26,4.45,1224.56,0.49,0,0,0,1,0,1
TXN-21962,CUSTOMER-14430,3567.41,13,417,4,0,1,1,1,1,1,credit_card,IN,IN,165,2.49,4265.11,0.84,0,0,0,3,0,0
TXN-21963,CUSTOMER-14607,2454.57,14,317,32,0,2,1,2,1,1,debit_card,IN,IN,54,1.08,1994.41,1.23,0,0,0,0,0,0
TXN-21964,CUSTOMER-14479,783.8,13,340,21,0,0,1,3,1,1,credit_card,IN,IN,386,4.71,1917.81,0.41,0,1,1,1,0,0
TXN-21965,CUSTOMER-11897,2656.03,23,316,14,0,1,1,6,0,1,credit_card,IN,IN,494,4.03,3676.93,0.72,0,1,0,1,0,1
TXN-21966,CUSTOMER-14428,11872.55,4,348,37,1,0,1,1,1,1,credit_card,IN,IN,171,1.36,2653.49,4.47,0,1,0,0,1,1
TXN-21967,CUSTOMER-10900,3988.61,15,26,18,0,0,1,1,1,1,net_banking,GB,GB,60,4.55,5293.19,0.75,0,0,0,2,0,0
TXN-21968,CUSTOMER-10642,821.56,4,637,22,0,2,1,5,1,0,credit_card,IN,IN,448,0.39,1718.81,0.48,0,0,0,2,0,1
TXN-21969,CUSTOMER-14730,5568.38,21,400,24,2,0,1,1,1,1,debit_card,IN,IN,173,0.52,3729.07,1.49,0,0,0,2,1,1
TXN-21970,CUSTOMER-13628,2894.2,12,315,20,0,1,1,6,1,1,upi,AU,AU,386,1.92,1484.64,1.95,0,0,0,2,0,1
TXN-21971,CUSTOMER-10196,2725.11,15,681,8,0,1,1,1,1,0,debit_card,GB,GB,370,4.51,2647.08,1.03,0,0,0,1,0,0
TXN-21972,CUSTOMER-11894,572.64,14,558,8,0,0,8,8,0,1,debit_card,CA,AU,51,0.35,979.89,0.58,0,1,0,1,0,1
TXN-21973,CUSTOMER-13276,1273.68,4,367,31,0,1,1,1,0,1,debit_card,US,US,476,3.5,1528.55,0.83,0,1,2,4,0,1
TXN-21974,CUSTOMER-14051,19179.28,20,342,22,0,1,1,1,1,0,debit_card,IN,IN,283,0.77,2527.87,7.59,0,0,2,4,0,1
TXN-21975,CUSTOMER-14554,3345.13,22,692,9,0,0,1,5,1,1,credit_card,IN,IN,404,3.2,2244.42,1.49,0,1,0,3,0,1
TXN-21976,CUSTOMER-14926,1953.81,5,364,25,0,0,1,1,1,1,credit_card,GB,GB,8,4.73,3490.2,0.56,1,1,0,0,0,0
TXN-21977,CUSTOMER-12305,11299.79,12,916,16,0,0,1,1,1,1,net_banking,AU,AU,86,4.49,3972.22,2.84,0,0,0,1,0,0
TXN-21978,CUSTOMER-13601,1309.08,15,903,19,0,1,1,1,0,1,credit_card,IN,SG,80,2.59,2681.18,0.49,0,1,0,0,0,0
TXN-21979,CUSTOMER-13344,3593.29,9,72,24,0,0,1,1,1,1,credit_card,US,US,218,1.9,3035.77,1.18,0,0,0,1,0,0
TXN-21980,CUSTOMER-12057,4587.87,1,121,24,1,0,1,1,0,1,credit_card,CA,DE,263,0.89,2349.44,1.95,0,1,0,3,1,1
TXN-21981,CUSTOMER-12809,1850.2,12,864,7,1,0,1,1,1,1,upi,IN,IN,299,0.8,2132.48,0.87,0,0,0,3,1,1
TXN-21982,CUSTOMER-11225,2900.88,16,185,25,0,1,2,2,1,1,upi,IN,IN,7,1.63,1746.11,1.66,0,0,0,0,0,1
TXN-21983,CUSTOMER-10887,4921.37,0,835,23,0,0,1,2,1,1,upi,DE,DE,112,0.27,2912.12,1.69,0,1,1,3,0,0
TXN-21984,CUSTOMER-10393,5942.94,3,318,18,0,0,1,1,1,1,upi,CA,CA,52,4.56,4249.6,1.4,0,0,0,1,0,0
TXN-21985,CUSTOMER-11676,4428.86,17,954,23,0,0,1,1,0,0,credit_card,IN,IN,43,0.58,3035.52,1.46,0,1,5,11,0,1
TXN-21986,CUSTOMER-13191,5946.43,5,593,21,0,5,1,1,1,1,credit_card,JP,JP,418,3.02,3153.65,1.89,0,0,2,3,0,1
TXN-21987,CUSTOMER-12447,1984.7,11,991,16,3,1,1,1,1,1,net_banking,FR,FR,259,2.75,3503.73,0.57,0,0,0,1,1,1
TXN-21988,CUSTOMER-13906,1606.08,23,541,5,0,2,1,1,1,1,credit_card,US,US,473,3.95,2525.14,0.64,0,0,0,2,0,0
TXN-21989,CUSTOMER-13339,2609.63,19,792,15,0,0,1,1,1,1,upi,IN,IN,480,2.3,2213.83,1.18,0,1,1,2,0,0
TXN-21990,CUSTOMER-13592,4549.23,12,632,19,0,2,1,1,0,0,upi,IN,IN,158,0.46,2635.41,1.73,0,1,0,3,0,1
TXN-21991,CUSTOMER-13767,3041.94,1,352,18,0,2,1,1,1,0,debit_card,IN,IN,365,1.36,2783.48,1.09,0,0,0,1,0,0
TXN-21992,CUSTOMER-12528,19312.29,16,354,27,0,0,1,1,1,1,credit_card,AE,AE,47,2.19,3026.79,6.38,0,0,0,0,0,1
TXN-21993,CUSTOMER-12182,5864.76,22,105,20,2,0,1,1,0,1,credit_card,IN,DE,132,1.23,4066.59,1.44,0,1,0,2,1,1
TXN-21994,CUSTOMER-13765,8162.0,9,823,22,0,0,1,1,1,1,credit_card,IN,IN,294,4.49,4103.95,1.99,0,0,0,0,0,0
TXN-21995,CUSTOMER-10355,8357.46,18,417,12,0,1,3,3,1,1,upi,US,US,7,2.38,2396.57,3.49,0,0,0,2,0,1
TXN-21996,CUSTOMER-12632,4863.21,21,945,50,0,0,1,1,1,1,debit_card,US,US,85,3.92,2800.8,1.74,0,0,0,1,0,0
TXN-21997,CUSTOMER-11522,3032.13,4,641,13,0,0,1,1,1,1,net_banking,US,US,361,1.22,3112.83,0.97,0,0,0,3,0,0
TXN-21998,CUSTOMER-12673,2866.22,20,204,19,0,6,1,1,1,1,debit_card,IN,IN,153,2.26,2321.31,1.23,0,1,2,3,0,1
TXN-21999,CUSTOMER-13179,5653.14,11,564,29,0,0,8,8,1,1,credit_card,IN,IN,40,4.26,5515.2,1.03,0,1,1,3,0,1
TXN-22000,CUSTOMER-12338,1460.4,17,381,25,0,4,1,1,1,1,credit_card,SG,SG,318,1.0,3168.29,0.46,0,0,1,3,0,1
TXN-22001,CUSTOMER-10629,10125.68,8,296,23,0,0,1,1,0,0,debit_card,JP,AU,325,2.28,1776.89,5.7,0,1,2,4,0,1
TXN-22002,CUSTOMER-12680,4006.12,10,278,28,0,0,1,1,1,1,debit_card,IN,IN,243,0.3,2351.63,1.7,0,1,0,3,0,0
TXN-22003,CUSTOMER-14423,3446.79,3,188,9,0,1,1,7,1,1,credit_card,GB,GB,23,3.67,3513.76,0.98,0,0,0,2,0,1
TXN-22004,CUSTOMER-11439,3333.7,9,726,23,0,0,1,1,1,1,credit_card,IN,IN,490,0.91,1979.44,1.68,0,0,1,3,0,0
TXN-22005,CUSTOMER-11422,2817.63,0,542,36,4,0,1,1,1,1,net_banking,IN,IN,225,3.26,3533.37,0.8,0,0,0,0,1,1
TXN-22006,CUSTOMER-11127,4510.04,1,449,7,0,0,2,2,1,1,upi,IN,IN,5,2.86,2356.53,1.91,1,0,0,0,0,0
TXN-22007,CUSTOMER-12684,1655.7,8,257,7,0,0,1,3,1,1,credit_card,IN,IN,74,1.08,2799.69,0.59,0,1,0,1,0,0
TXN-22008,CUSTOMER-11781,795.15,22,452,4,0,7,1,1,1,1,upi,IN,IN,203,0.92,1434.39,0.55,0,1,0,2,0,1
TXN-22009,CUSTOMER-11532,1302.97,17,571,33,2,0,1,7,1,1,debit_card,IN,IN,190,1.94,3157.3,0.41,0,0,1,4,1,1
TXN-22010,CUSTOMER-11915,1822.38,15,77,25,1,1,1,1,1,1,debit_card,IN,IN,342,1.01,4126.38,0.44,0,0,1,4,1,1
TXN-22011,CUSTOMER-11233,1258.67,22,22,13,0,0,1,1,1,1,credit_card,IN,IN,174,2.25,1994.05,0.63,0,0,0,3,0,0
TXN-22012,CUSTOMER-11957,3127.76,13,502,12,0,0,1,1,1,1,credit_card,DE,DE,92,0.47,2412.38,1.3,0,0,1,4,0,0
TXN-22013,CUSTOMER-10393,1550.98,3,184,23,0,1,1,1,1,1,credit_card,DE,DE,112,3.4,1757.1,0.88,0,0,0,0,0,0
TXN-22014,CUSTOMER-10826,873.52,1,546,6,3,1,1,1,1,1,credit_card,IN,IN,26,3.61,1390.29,0.63,0,0,0,1,1,1
TXN-22015,CUSTOMER-12964,2267.16,11,512,14,4,0,1,1,1,1,net_banking,JP,JP,191,1.94,3555.62,0.64,0,0,1,2,1,1
TXN-22016,CUSTOMER-12396,122.37,19,616,19,0,0,1,1,1,1,credit_card,IN,IN,225,4.28,100.0,1.22,0,0,0,3,0,0
TXN-22017,CUSTOMER-14146,3422.07,4,687,18,0,1,1,7,1,0,credit_card,IN,IN,432,3.28,2812.5,1.22,0,0,1,3,0,1
TXN-22018,CUSTOMER-14896,5929.01,3,48,35,0,3,1,1,1,1,debit_card,AU,AU,361,1.65,3091.4,1.92,0,0,0,1,0,0
TXN-22019,CUSTOMER-11793,1914.38,14,167,35,0,0,1,1,1,1,credit_card,US,US,55,2.28,4645.8,0.41,0,0,1,1,0,0
TXN-22020,CUSTOMER-13065,843.07,2,829,20,0,0,8,8,1,0,net_banking,FR,FR,30,1.1,920.34,0.92,0,0,1,4,1,1
TXN-22021,CUSTOMER-11364,1669.66,21,782,22,0,0,1,1,1,1,credit_card,AU,AU,6,2.82,1944.71,0.86,1,0,0,0,0,0
TXN-22022,CUSTOMER-12349,4438.64,16,669,16,1,0,1,6,0,1,debit_card,IN,SG,221,4.38,2329.81,1.91,0,1,0,0,1,1
TXN-22023,CUSTOMER-13552,4116.55,7,20,3,0,5,1,1,1,1,credit_card,IN,IN,479,0.65,2070.22,1.99,0,0,1,1,0,1
TXN-22024,CUSTOMER-13629,4865.83,11,391,20,0,5,1,1,1,1,credit_card,IN,IN,396,1.17,2568.81,1.89,0,0,0,3,0,1
TXN-22025,CUSTOMER-13337,3816.4,20,902,18,0,1,1,1,1,0,upi,IN,IN,438,2.58,1995.21,1.91,0,0,0,1,0,1
TXN-22026,CUSTOMER-11566,3263.59,7,104,15,0,0,1,1,1,1,debit_card,IN,IN,457,1.98,3264.38,1.0,0,0,0,2,0,0
TXN-22027,CUSTOMER-13668,1402.47,19,289,18,0,0,1,1,1,1,debit_card,IN,IN,285,4.24,791.32,1.77,0,0,9,22,0,1
TXN-22028,CUSTOMER-12214,4494.53,19,632,22,0,1,1,1,1,1,upi,SG,SG,345,3.79,2256.26,1.99,0,0,1,3,0,1
TXN-22029,CUSTOMER-14097,1622.47,4,703,21,0,1,1,1,0,1,debit_card,IN,FR,403,2.77,2618.6,0.62,0,1,0,2,0,0
TXN-22030,CUSTOMER-11020,2445.26,20,425,17,0,1,1,1,1,1,credit_card,US,US,101,0.28,1766.79,1.38,0,1,0,0,0,0
TXN-22031,CUSTOMER-11285,2644.14,5,228,19,0,0,8,7,1,1,credit_card,AE,AE,27,4.61,1514.89,1.75,1,0,0,1,0,1
TXN-22032,CUSTOMER-10063,11390.33,4,180,17,2,0,8,8,1,0,upi,CA,CA,48,1.06,2341.23,4.87,0,0,2,3,1,1
TXN-22033,CUSTOMER-12531,1648.05,20,351,10,0,0,1,1,1,1,upi,IN,IN,74,4.66,1838.38,0.9,0,0,0,1,0,0
TXN-22034,CUSTOMER-13393,6881.33,7,224,46,3,0,1,1,1,1,credit_card,IN,IN,144,4.6,3754.24,1.83,0,0,1,3,1,1
TXN-22035,CUSTOMER-13273,4940.57,21,965,20,0,1,1,1,1,1,debit_card,IN,IN,302,4.38,4174.83,1.18,0,0,0,0,0,0
TXN-22036,CUSTOMER-12270,1133.19,17,233,15,0,1,3,3,1,1,upi,IN,IN,56,2.5,1679.27,0.67,0,0,0,2,0,1
TXN-22037,CUSTOMER-14248,3809.87,3,265,21,4,0,7,7,1,1,credit_card,IN,IN,16,2.85,2840.6,1.34,0,0,0,2,1,1
TXN-22038,CUSTOMER-10644,1998.04,3,857,17,0,6,1,5,1,1,debit_card,CA,CA,185,2.98,2085.57,0.96,0,0,2,4,0,1
TXN-22039,CUSTOMER-14722,4092.0,4,313,10,0,1,1,1,1,1,credit_card,AU,AU,341,1.91,4573.19,0.89,0,0,0,0,0,0
TXN-22040,CUSTOMER-10217,2758.36,14,498,12,1,0,1,1,0,0,credit_card,IN,JP,73,3.08,2095.43,1.32,0,1,0,2,1,1
TXN-22041,CUSTOMER-10196,2301.07,5,876,25,0,2,1,3,1,1,debit_card,IN,IN,315,3.68,1397.7,1.65,0,0,0,1,0,1
TXN-22042,CUSTOMER-13865,5048.51,20,217,20,4,1,4,6,1,1,credit_card,IN,IN,35,3.67,3532.35,1.43,0,0,5,14,1,1
TXN-22043,CUSTOMER-13274,6563.77,15,210,35,0,0,1,1,0,0,credit_card,IN,SG,234,2.97,3547.17,1.85,0,1,4,7,0,1
TXN-22044,CUSTOMER-12695,1125.68,13,98,17,0,3,1,1,0,0,credit_card,US,JP,295,1.65,2623.9,0.43,0,1,4,11,0,1
TXN-22045,CUSTOMER-13213,1849.47,13,620,28,0,2,2,2,1,0,debit_card,DE,DE,8,1.82,1407.19,1.31,1,1,0,1,0,1
TXN-22046,CUSTOMER-12756,4274.45,15,387,17,1,0,1,1,1,1,credit_card,IN,IN,318,3.5,3036.07,1.41,0,0,0,2,1,1
TXN-22047,CUSTOMER-11522,1085.0,21,344,21,0,0,1,1,1,1,net_banking,IN,IN,18,2.81,2033.98,0.53,0,0,1,4,0,0
TXN-22048,CUSTOMER-11081,4844.73,23,252,15,0,0,1,1,1,1,net_banking,CA,CA,157,4.06,3055.63,1.59,0,0,7,16,0,1
TXN-22049,CUSTOMER-10722,566.0,3,903,7,0,0,1,1,1,1,credit_card,IN,IN,285,2.87,1091.59,0.52,0,0,0,2,0,0
TXN-22050,CUSTOMER-11563,3104.29,10,523,20,0,2,1,1,1,1,credit_card,DE,DE,386,1.24,3142.63,0.99,0,0,0,2,0,1
TXN-22051,CUSTOMER-10640,1343.33,18,117,15,0,0,1,1,1,1,net_banking,IN,IN,453,1.79,765.82,1.75,0,0,0,1,0,0
TXN-22052,CUSTOMER-14261,5553.09,18,599,11,0,1,1,1,1,1,credit_card,IN,IN,403,2.66,1130.35,4.91,0,0,0,0,0,1
TXN-22053,CUSTOMER-14311,4281.33,7,855,19,0,7,1,1,0,0,credit_card,AE,AE,32,2.93,4383.47,0.98,0,1,0,2,0,1
TXN-22054,CUSTOMER-13788,2284.11,9,208,18,0,7,1,6,1,1,net_banking,IN,IN,69,4.24,2885.87,0.79,0,0,1,2,0,1
TXN-22055,CUSTOMER-13737,1910.34,4,408,17,0,0,1,1,1,1,credit_card,IN,IN,182,3.31,2646.75,0.72,0,0,0,3,0,0
TXN-22056,CUSTOMER-10090,5107.58,15,480,30,0,4,1,1,1,1,upi,IN,IN,133,1.61,3461.88,1.48,0,1,1,4,0,1
TXN-22057,CUSTOMER-12922,2968.79,2,922,9,2,0,1,1,1,1,credit_card,CA,CA,451,0.75,2723.14,1.09,0,0,0,3,1,1
TXN-22058,CUSTOMER-11252,3025.89,9,641,11,0,1,1,4,1,1,credit_card,IN,IN,95,3.89,1772.79,1.71,0,0,0,3,0,0
TXN-22059,CUSTOMER-11103,4046.15,23,328,12,0,1,1,1,1,1,credit_card,IN,IN,56,0.39,3842.45,1.05,0,0,0,0,0,0
TXN-22060,CUSTOMER-14704,2634.66,12,182,28,0,1,1,1,1,1,debit_card,GB,GB,153,2.31,1695.92,1.55,0,0,0,2,0,0
TXN-22061,CUSTOMER-10349,2704.32,6,953,33,0,2,1,6,1,1,credit_card,IN,IN,7,0.75,2433.93,1.11,1,0,0,2,1,1
TXN-22062,CUSTOMER-13914,1094.29,11,416,42,1,4,1,1,1,1,credit_card,GB,GB,59,3.31,1853.47,0.59,0,0,0,0,1,1
TXN-22063,CUSTOMER-14053,2095.77,22,82,17,0,2,1,4,1,0,credit_card,IN,IN,188,3.08,2717.44,0.77,0,0,0,3,0,1
TXN-22064,CUSTOMER-12942,2440.7,13,253,35,0,1,1,1,1,1,credit_card,IN,IN,116,4.9,1951.75,1.25,0,0,2,3,0,0
TXN-22065,CUSTOMER-10246,1140.73,9,944,11,0,1,1,6,1,1,upi,IN,IN,235,4.71,1452.58,0.79,0,0,0,3,0,1
TXN-22066,CUSTOMER-10272,451.84,8,4,0,0,0,1,4,1,1,upi,US,US,3,0.0,1037.41,0.44,1,0,0,3,0,1
TXN-22067,CUSTOMER-12031,3450.28,11,302,16,4,1,2,2,1,0,credit_card,IN,IN,9,3.39,3330.97,1.04,1,0,0,2,1,1
TXN-22068,CUSTOMER-14499,2794.92,23,979,19,3,0,1,1,1,1,upi,AE,AE,2,3.57,2260.57,1.24,1,0,0,2,1,1
TXN-22069,CUSTOMER-13188,2007.03,2,535,18,0,2,1,3,1,1,debit_card,IN,IN,362,4.26,3243.03,0.62,0,0,2,5,0,1
TXN-22070,CUSTOMER-13507,11022.78,12,632,16,0,0,1,1,1,1,credit_card,SG,SG,452,3.5,3452.94,3.19,0,0,0,0,0,0
TXN-22071,CUSTOMER-11466,10737.01,5,606,9,0,0,1,3,1,1,upi,IN,IN,431,3.17,2750.1,3.9,0,0,1,4,0,1
TXN-22072,CUSTOMER-11196,2780.81,5,427,32,1,0,1,3,0,0,credit_card,IN,SG,55,3.99,3798.71,0.73,0,1,1,3,1,1
TXN-22073,CUSTOMER-13088,1138.15,20,963,23,0,2,1,1,1,1,credit_card,IN,IN,484,3.57,748.45,1.52,0,0,0,2,0,0
TXN-22074,CUSTOMER-13009,1593.98,18,735,28,0,0,1,6,1,1,upi,US,US,476,2.07,3747.23,0.43,0,0,6,17,0,1
TXN-22075,CUSTOMER-13824,4792.93,6,750,17,0,1,1,1,1,1,debit_card,US,US,187,3.92,3678.74,1.3,0,0,0,1,0,0
TXN-22076,CUSTOMER-11615,1668.6,3,226,36,0,2,1,3,1,1,credit_card,IN,IN,475,1.32,3590.23,0.46,0,0,1,2,0,1
TXN-22077,CUSTOMER-11127,384.31,21,653,12,1,0,1,1,1,1,upi,IN,IN,94,2.26,632.05,0.61,0,1,1,1,1,1
TXN-22078,CUSTOMER-14380,1358.33,4,931,21,0,4,7,7,1,0,upi,IN,IN,46,3.17,1750.83,0.78,1,0,0,2,0,1
TXN-22079,CUSTOMER-10517,4499.87,0,562,21,0,0,1,1,1,1,credit_card,IN,IN,142,4.89,2980.22,1.51,0,0,1,1,0,0
TXN-22080,CUSTOMER-12666,12087.17,17,389,26,0,0,1,1,1,1,credit_card,AU,AU,5,4.05,2436.21,4.96,1,0,0,3,0,1
TXN-22081,CUSTOMER-11302,2554.69,16,656,25,1,0,1,1,1,0,upi,AU,AU,140,4.07,2179.04,1.17,0,1,1,1,1,1
TXN-22082,CUSTOMER-10612,4171.38,8,849,26,0,0,1,7,1,1,upi,IN,IN,333,0.89,3287.82,1.27,0,0,0,0,0,0
TXN-22083,CUSTOMER-10750,4211.58,8,839,32,0,1,1,1,1,1,debit_card,IN,IN,418,1.1,3186.09,1.32,0,0,0,3,0,0
TXN-22084,CUSTOMER-11857,1225.73,20,818,41,0,0,1,1,1,1,credit_card,IN,IN,213,0.14,1717.42,0.71,0,0,0,0,0,0
TXN-22085,CUSTOMER-10400,5102.27,23,563,22,0,0,1,1,1,1,credit_card,IN,IN,197,4.44,4148.11,1.23,0,0,0,3,0,0
TXN-22086,CUSTOMER-11527,2408.23,9,11,26,0,2,2,6,1,0,credit_card,IN,IN,3,4.21,1798.44,1.34,1,0,0,0,0,1
TXN-22087,CUSTOMER-12025,1184.6,19,336,22,0,2,1,1,1,1,net_banking,DE,DE,327,1.41,2360.78,0.5,0,1,6,15,0,1
TXN-22088,CUSTOMER-10320,6355.73,16,606,10,0,1,1,1,1,1,debit_card,IN,IN,1,4.23,3982.73,1.6,1,1,0,0,0,0
TXN-22089,CUSTOMER-10336,5713.07,12,882,18,0,0,2,2,1,1,debit_card,IN,IN,2,0.12,2927.09,1.95,1,0,0,2,0,0
TXN-22090,CUSTOMER-12099,24400.07,3,128,43,0,0,1,1,1,1,credit_card,IN,IN,473,2.96,3124.54,7.81,0,0,0,1,0,1
TXN-22091,CUSTOMER-10174,4783.01,22,10,11,3,1,1,1,1,1,debit_card,SG,SG,6,2.14,3493.88,1.37,1,0,1,2,1,1
TXN-22092,CUSTOMER-14020,2270.52,17,489,22,0,1,1,1,0,0,debit_card,IN,JP,306,3.76,4819.94,0.47,0,1,0,0,0,1
TXN-22093,CUSTOMER-11642,3741.67,17,271,17,0,0,1,1,1,1,debit_card,IN,IN,4,4.69,3324.56,1.13,1,0,0,2,0,0
TXN-22094,CUSTOMER-10501,4555.82,21,356,18,2,0,1,1,1,1,net_banking,IN,IN,36,0.22,3712.28,1.23,0,0,1,4,1,1
TXN-22095,CUSTOMER-13647,1451.87,8,880,20,0,1,1,1,1,1,upi,GB,GB,174,2.33,3347.6,0.43,0,0,6,17,0,1
TXN-22096,CUSTOMER-12364,2402.62,2,91,9,0,0,1,1,1,0,credit_card,US,US,8,2.76,2015.99,1.19,1,0,1,2,0,0
TXN-22097,CUSTOMER-11857,3174.74,6,8,25,0,0,1,7,1,1,net_banking,IN,IN,6,4.61,2067.71,1.54,1,0,0,3,0,1
TXN-22098,CUSTOMER-13153,3439.45,14,886,19,0,2,1,6,1,1,credit_card,AE,AE,237,1.99,3945.17,0.87,0,0,0,0,0,1
TXN-22099,CUSTOMER-11897,3370.85,8,122,31,0,0,1,1,1,1,debit_card,IN,IN,362,2.1,2314.37,1.46,0,1,4,16,0,1
TXN-22100,CUSTOMER-11719,534.75,8,775,13,0,0,1,1,1,1,debit_card,FR,FR,352,0.92,299.68,1.78,0,0,0,3,0,0
TXN-22101,CUSTOMER-11779,1600.66,3,280,43,0,0,2,2,1,1,credit_card,CA,CA,1,1.48,1974.63,0.81,1,0,0,3,0,1
TXN-22102,CUSTOMER-14793,4551.97,17,457,32,3,0,2,2,1,1,net_banking,IN,IN,9,0.45,3090.7,1.47,1,0,2,4,1,1
TXN-22103,CUSTOMER-13058,1713.66,16,935,20,0,0,1,1,0,0,credit_card,FR,IN,421,4.28,2031.48,0.84,0,1,0,2,0,0
TXN-22104,CUSTOMER-14828,2727.97,21,450,12,0,1,2,2,1,1,upi,IN,IN,8,2.66,3315.5,0.82,1,0,1,2,0,0
TXN-22105,CUSTOMER-12714,1710.75,20,630,24,0,1,1,1,1,1,credit_card,IN,IN,52,3.12,2700.87,0.63,0,0,2,2,0,0
TXN-22106,CUSTOMER-13829,4076.06,5,406,9,0,0,2,2,1,1,credit_card,AE,AE,6,4.16,3595.42,1.13,1,0,0,3,0,1
TXN-22107,CUSTOMER-14748,1514.63,6,701,21,0,0,1,1,1,1,debit_card,IN,IN,5,1.21,1620.34,0.93,1,0,2,4,0,0
TXN-22108,CUSTOMER-11095,1466.63,9,790,9,0,0,1,3,1,1,credit_card,US,US,190,0.28,1225.24,1.2,0,0,5,17,0,1
TXN-22109,CUSTOMER-10046,2010.86,9,811,12,1,0,6,6,1,1,credit_card,IN,IN,59,1.86,1129.86,1.78,0,0,0,1,1,1
TXN-22110,CUSTOMER-11446,5667.41,5,55,19,0,0,1,1,1,1,credit_card,IN,IN,160,3.02,3738.26,1.52,0,1,0,1,0,0
TXN-22111,CUSTOMER-12197,20572.33,5,707,29,0,1,1,1,1,1,credit_card,SG,SG,224,0.91,2795.67,7.36,0,1,2,4,0,1
TXN-22112,CUSTOMER-13202,2604.7,18,378,15,0,1,1,3,1,1,credit_card,AE,AE,75,1.85,5690.05,0.46,0,0,0,3,0,0
